"Portion_code","Portion_description","Start_date","End_date"
40065,"1 oz, tails, raw (yield after cooking)",2017-01-01,2018-12-31
40066,"1 oz, unpopped, yields",2017-01-01,2018-12-31
40067,"1 oz, with bone (yield after bone removed)",2017-01-01,2018-12-31
40068,"1 oz, with bone, cooked (yield after bone and coating removed)",2017-01-01,2018-12-31
40069,"1 oz, with bone, cooked (yield after bone and fat removed)",2017-01-01,2018-12-31
40070,"1 oz, with bone, cooked (yield after bone and skin removed)",2017-01-01,2018-12-31
40071,"1 oz, with bone, cooked (yield after bone and skin/coating removed)",2017-01-01,2018-12-31
40072,"1 oz, with bone, cooked (yield after bone removed)",2017-01-01,2018-12-31
40073,"1 oz, with bone, cooked (yield after bone, skin, and fat removed)",2017-01-01,2018-12-31
40074,"1 oz, with bone, cooked, lean only (yield after bone removed)",2017-01-01,2018-12-31
40075,"1 oz, with bone, cooked, skinless (yield after bone removed)",2017-01-01,2018-12-31
40076,"1 oz, with bone, cooked, without skin (yield after bone removed)",2017-01-01,2018-12-31
40077,"1 oz, with bone, raw (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
40078,"1 oz, with bone, raw (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
40079,"1 oz, with bone, raw (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
40080,"1 oz, with bone, raw (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
40081,"1 oz, with bone, raw (yield after cooking, bone removed)",2017-01-01,2018-12-31
40082,"1 oz, with bone, raw (yield after cooking, bone, skin, and fat removed)",2017-01-01,2018-12-31
40083,"1 oz, with bone, raw, breaded (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
40084,"1 oz, with bone, raw, breaded (yield after cooking, bone removed)",2017-01-01,2018-12-31
40085,"1 oz, with bone, raw, breaded, lean only (yield after cooking, bone removed)",2017-01-01,2018-12-31
40086,"1 oz, with bone, raw, lean only (yield after cooking, bone removed)",2017-01-01,2018-12-31
40087,"1 oz, with bone, raw, without skin (yield after cooking, bone removed)",2017-01-01,2018-12-31
40088,"1 oz, with hulls, yields",2017-01-01,2018-12-31
40089,"1 oz, with pits, yields",2017-01-01,2018-12-31
40090,"1 oz, with seeds, yields",2017-01-01,2018-12-31
40091,"1 oz, with shell, raw (yield after cooking, shell removed)",2017-01-01,2018-12-31
40092,"1 oz, with skin, yields",2017-01-01,2018-12-31
40093,"1 oz, without shell",2017-01-01,2018-12-31
40094,"1 oz, without shell, cooked",2017-01-01,2018-12-31
40095,"1 oz, without shell, raw (yield after cooking)",2017-01-01,2018-12-31
40096,"1 oz, yield after cooking",2017-01-01,2018-12-31
40097,"1 oz raw, with bone, after broiling, bone removed",2017-01-01,2018-12-31
40098,"1 oz raw, with bone, after roasting, bone removed",2017-01-01,2018-12-31
40099,"1 oz (approx 2/3 cup)",2017-01-01,2018-12-31
40100,"1 oz (24 whole kernels)",2017-01-01,2018-12-31
40101,"1 oz (approx 3/4 cup)",2017-01-01,2018-12-31
40102,"1 oz raw with bone, after cooking, bone and skin removed",2017-01-01,2018-12-31
40103,"1 oz raw, with bone, after cooking, bone removed",2017-01-01,2018-12-31
40104,"1 oz (10-12 kernels)",2017-01-01,2018-12-31
40105,"1 oz (14 medium kernels)",2017-01-01,2018-12-31
40106,"1 oz (142 kernels)",2017-01-01,2018-12-31
40107,"1 oz (15 halves)",2017-01-01,2018-12-31
40108,"1 oz (47 kernels)",2017-01-01,2018-12-31
40109,"1 oz (6-8 kernels)",2017-01-01,2018-12-31
40110,"1 oz (95 kernels)",2017-01-01,2018-12-31
40111,"1 oz (approx 1 1/2 cup)",2017-01-01,2018-12-31
40112,"1 oz (approx 1 1/4 cup)",2017-01-01,2018-12-31
40113,"1 oz (approx 1 cup)",2017-01-01,2018-12-31
40114,"1 oz (approx 1/2 cup)",2017-01-01,2018-12-31
40115,"1 oz (approx 1/3 cup)",2017-01-01,2018-12-31
40116,"1 oz (approx 1/4 cup)",2017-01-01,2018-12-31
40117,"1 oz (approx 10)",2017-01-01,2018-12-31
40118,"1 oz (approx 60 pcs)",2017-01-01,2018-12-31
40119,"1 oz (approx 7/8 cup)",2017-01-01,2018-12-31
40120,"1 oz box",2017-01-01,2018-12-31
40121,"1 oz jar",2017-01-01,2018-12-31
40122,"1 oz packet",2017-01-01,2018-12-31
40123,"1 oz raw, after cooking",2017-01-01,2018-12-31
40124,"1 oz boneless, skinless",2017-01-01,2018-12-31
40125,"1 oz raw, w/bone, after broiling, bone and skin removed",2017-01-01,2018-12-31
40126,"1 oz raw, w/bone, after roasting, bone and skin removed",2017-01-01,2018-12-31
40127,"1 oz with bone, after cooking, bone and fat removed",2017-01-01,2018-12-31
40128,"1 oz with bone, raw, after cooking, bone and fat removed",2017-01-01,2018-12-31
40129,"1 oz (approx 11 crackers)",2017-01-01,2018-12-31
40130,"1 oz frozen patties yields",2017-01-01,2018-12-31
40131,"1 oz, frozen, yields",2017-01-01,2018-12-31
40132,"1 oz, dry, with fruit, yields",2017-01-01,2018-12-31
40133,"1 oz, dry, plain, yields",2017-01-01,2018-12-31
40134,"1 oz, canned, yields",2017-01-01,2018-12-31
40135,"1 oz, dry, NFS, yields",2017-01-01,2018-12-31
40136,"1 oz, dry, with spice/sugar, yields",2017-01-01,2018-12-31
40137,"1 oz, canned, drained, yields",2017-01-01,2018-12-31
40138,"1 oz, NFS",2017-01-01,2018-12-31
40139,"1 oz, without shell, NS as to form",2017-01-01,2018-12-31
51000,"1 cubic inch",2017-01-01,2018-12-31
51001,"1 cubic inch cornbread",2017-01-01,2018-12-31
51002,"1 cubic inch for bars",2017-01-01,2018-12-31
51003,"1 cubic inch with bone, cooked (yield after bone removed)",2017-01-01,2018-12-31
51004,"1 cubic inch, boneless",2017-01-01,2018-12-31
51005,"1 cubic inch, boneless, cooked",2017-01-01,2018-12-31
51006,"1 cubic inch, boneless, cooked (yield after coating removed)",2017-01-01,2018-12-31
51007,"1 cubic inch, boneless, cooked, fat removed",2017-01-01,2018-12-31
51008,"1 cubic inch, boneless, cooked, skin removed",2017-01-01,2018-12-31
51009,"1 cubic inch, boneless, cooked, skin/coating removed",2017-01-01,2018-12-31
51010,"1 cubic inch, cooked",2017-01-01,2018-12-31
51011,"1 cubic inch, raw (yield after cooking)",2017-01-01,2018-12-31
51012,"1 cubic inch, round cookie",2017-01-01,2018-12-31
51013,"1 cubic inch, with bone, cooked",2017-01-01,2018-12-31
51014,"1 cubic inch, with bone, cooked (yield after bone and fat removed)",2017-01-01,2018-12-31
51015,"1 cubic inch, with bone, cooked (yield after bone removed)",2017-01-01,2018-12-31
51016,"1 cubic inch, with bone, cooked, fat removed (yield after bone removed)",2017-01-01,2018-12-31
51017,"1 cubic inch, fat removed",2017-01-01,2018-12-31
52000,"1 surface inch",2017-01-01,2018-12-31
52001,"1 surface inch, Belgian waffle",2017-01-01,2018-12-31
52002,"Topping per surface inch of pizza",2017-01-01,2018-12-31
60000,"1  loaf, ""Crazy Bread""",2017-01-01,2018-12-31
60001,"1 ""drummette"" (mini drumstick from a wing), any size",2017-01-01,2018-12-31
60002,"1 ""super"" fast food order",2017-01-01,2018-12-31
60003,"1 (1/4 lb) bacon cheeseburger",2017-01-01,2018-12-31
60004,"1 (1/4 lb) cheeseburger",2017-01-01,2018-12-31
60005,"1 (1/4 lb) hamburger",2017-01-01,2018-12-31
60006,"1 1-inch stack",2017-01-01,2018-12-31
60007,"1 1-inch stack (approx 14 chips)",2017-01-01,2018-12-31
60008,"1 1-layer cake (8"" dia)",2017-01-01,2018-12-31
60009,"1 1-layer cake (8"" or 9"" dia)",2017-01-01,2018-12-31
60010,"1 1-layer cake (8"" or 9"" dia, 1-1/2"" high)",2017-01-01,2018-12-31
60011,"1 1-layer cake (8"" or 9"" dia, 1-3/4"" high)",2017-01-01,2018-12-31
60012,"1 1-layer cake (8"" or 9"" dia, 2"" high)",2017-01-01,2018-12-31
60013,"1 1-layer cake (8"" or 9"" dia, approx 2"" high)",2017-01-01,2018-12-31
60014,"1 1-layer cake (8"" square, approx 1-1/2"" high)",2017-01-01,2018-12-31
60015,"1 1-layer cake (9"" dia, 1-1/2"" high)",2017-01-01,2018-12-31
60016,"1 10 oz frozen package yields",2017-01-01,2018-12-31
60017,"1 12 oz can yields",2017-01-01,2018-12-31
60018,"1 14 oz can yields",2017-01-01,2018-12-31
60019,"1 14.5 oz can yields",2017-01-01,2018-12-31
60020,"1 16 oz can yields",2017-01-01,2018-12-31
60021,"1 16 oz can, drained, yields",2017-01-01,2018-12-31
60022,"1 17 oz can yields",2017-01-01,2018-12-31
60023,"1 2 oz can yields",2017-01-01,2018-12-31
60024,"1 2-1/4"" dia (include Snickerdoodles)",2017-01-01,2018-12-31
60025,"1 2-layer cake (8"" dia)",2017-01-01,2018-12-31
60026,"1 2-layer cake (8"" or 9"" dia)",2017-01-01,2018-12-31
60027,"1 2-layer cake (8"" or 9"" dia, 4"" high)",2017-01-01,2018-12-31
60028,"1 2-layer cake (8"" or 9"" dia, approx 4"" high)",2017-01-01,2018-12-31
60029,"1 2-layer cake (9"" dia, approx 4"" high)",2017-01-01,2018-12-31
60030,"1 24 oz frozen package yields",2017-01-01,2018-12-31
60031,"1 3 Musketeer bar (2 fl oz)",2017-01-01,2018-12-31
60032,"1 3 Musketeer ice cream bar (2 fl oz)",2017-01-01,2018-12-31
60033,"1 3 Musketeer ice cream bar snack size (.72 fl oz)",2017-01-01,2018-12-31
60034,"1 3-layer cake (8"" or 9"" dia)",2017-01-01,2018-12-31
60035,"1 4"" strip",2017-01-01,2018-12-31
60036,"1 4.4 oz container",2017-01-01,2018-12-31
60037,"1 5 oz container",2017-01-01,2018-12-31
60038,"1 5-1/2 oz package, dry, yields",2017-01-01,2018-12-31
60039,"1 6 oz container",2017-01-01,2018-12-31
60040,"1 8 oz container",2017-01-01,2018-12-31
60041,"1 8 oz frozen package yields",2017-01-01,2018-12-31
60042,"1 Act II pop and serve bag",2017-01-01,2018-12-31
60043,"1 Arby's Beef 'N Cheddar",2017-01-01,2018-12-31
60044,"1 Arby's Beef 'N Swiss",2017-01-01,2018-12-31
60045,"1 Arby's Hot Ham and Cheese sandwich",2017-01-01,2018-12-31
60046,"1 Arby's Junior Roast Beef Sandwich",2017-01-01,2018-12-31
60047,"1 Arby's Philly Beef 'N Swiss",2017-01-01,2018-12-31
60048,"1 Arby's Turkey Club",2017-01-01,2018-12-31
60049,"1 Arby's regular Roast Beef Sandwich",2017-01-01,2018-12-31
60050,"1 Armenian cracker",2017-01-01,2018-12-31
60051,"1 Armour meal (11 oz)",2017-01-01,2018-12-31
60052,"1 Arrowroot biscuit (Include Arrowroot cookie)",2017-01-01,2018-12-31
60053,"1 Bagel Bite",2017-01-01,2018-12-31
60054,"1 Banquet Favorite Boneless Chicken Nugget meal (6.5 oz)",2017-01-01,2018-12-31
60055,"1 Banquet Favorite Boneless Chicken Pattie meal (7.5 oz)",2017-01-01,2018-12-31
60056,"1 Banquet meal (16.5 oz)",2017-01-01,2018-12-31
60057,"1 Benihana Oriental meal (9 oz)",2017-01-01,2018-12-31
60058,"1 Berry Swirl",2017-01-01,2018-12-31
60059,"1 Betty Crocker's Light Microwave Pop and Serve bag",2017-01-01,2018-12-31
60060,"1 Big Block bar (2.2 oz)",2017-01-01,2018-12-31
60061,"1 Boston Popcorn Company Lite Popcorn bag (7 oz)",2017-01-01,2018-12-31
60062,"1 Budget Gourmet meal (10 oz)",2017-01-01,2018-12-31
60063,"1 Burger King Double Bacon cheeseburger",2017-01-01,2018-12-31
60064,"1 Burger King Double Beef Whopper with cheese",2017-01-01,2018-12-31
60065,"1 Burger King Hamburger Deluxe",2017-01-01,2018-12-31
60066,"1 Burger King Hot Ham and Cheese sandwich",2017-01-01,2018-12-31
60067,"1 Burger King sandwich",2017-01-01,2018-12-31
60068,"1 Burger King Whopper",2017-01-01,2018-12-31
60069,"1 Burger King Whopper Jr",2017-01-01,2018-12-31
60070,"1 Buster bar",2017-01-01,2018-12-31
60071,"1 Cadbury Mini Egg",2017-01-01,2018-12-31
60072,"1 California Energy Bar",2017-01-01,2018-12-31
60073,"1 Calizza",2017-01-01,2018-12-31
60074,"1 Capri",2017-01-01,2018-12-31
60076,"1 Carnation Bon Bon",2017-01-01,2018-12-31
60077,"1 Chilito",2017-01-01,2018-12-31
60078,"1 Chipwich",2017-01-01,2018-12-31
60079,"1 Choco Taco (4.25 fl oz)",2017-01-01,2018-12-31
60080,"1 Chun King meal (13 oz)",2017-01-01,2018-12-31
60081,"1 Classic Lite meal (10 oz)",2017-01-01,2018-12-31
60082,"1 Col Crunch Sundae on a Stick",2017-01-01,2018-12-31
60083,"1 Dairy Queen Blizzard",2017-01-01,2018-12-31
60084,"1 Dairy Queen Blizzard (12.68 fl oz)",2017-01-01,2018-12-31
60085,"1 Devil's Food Cake",2017-01-01,2018-12-31
60086,"1 Dietetic Covered Raisin",2017-01-01,2018-12-31
60087,"1 Disney Cream Pop",2017-01-01,2018-12-31
60088,"1 Dole Fruit 'N Juice Bar (2.5 fl oz)",2017-01-01,2018-12-31
60089,"1 Dole Fruit and Cream Bar (2.5 fl oz)",2017-01-01,2018-12-31
60090,"1 DoveBar (3.0 fl oz)",2017-01-01,2018-12-31
60091,"1 Drumstick",2017-01-01,2018-12-31
60092,"1 Dutch pretzel, 3-ring (2-3/4"" x 2-5/8"" x 5/8"")",2017-01-01,2018-12-31
60093,"1 E.L. Fudge (Elfin)",2017-01-01,2018-12-31
60094,"1 Eskimo Pie Sandwich (3.2 fl oz)",2017-01-01,2018-12-31
60095,"1 Euphrates",2017-01-01,2018-12-31
60096,"1 Fi-bar (1 oz)",2017-01-01,2018-12-31
60097,"1 Fig bar (2 square halves)",2017-01-01,2018-12-31
60098,"1 Flintstone Push-up (2.75 fl oz)",2017-01-01,2018-12-31
60099,"1 French bread",2017-01-01,2018-12-31
60100,"1 FrozFruit Cream Bar (4 fl oz)",2017-01-01,2018-12-31
60101,"1 Frozfruit Bar (4 fl oz)",2017-01-01,2018-12-31
60102,"1 Fruit (1"" dia)",2017-01-01,2018-12-31
60103,"1 Fudge Marshmallow",2017-01-01,2018-12-31
60104,"1 Garden Gourmet Fettuccine Primavera (9.5 oz)",2017-01-01,2018-12-31
60105,"1 Geneva",2017-01-01,2018-12-31
60106,"1 Gerber jar (4 oz)",2017-01-01,2018-12-31
60107,"1 Gerber jar (6 oz)",2017-01-01,2018-12-31
60108,"1 Graham Bite",2017-01-01,2018-12-31
60109,"1 Great Starts sandwich (4.2 oz)",2017-01-01,2018-12-31
60110,"1 Great Starts sandwich (4.4 oz)",2017-01-01,2018-12-31
60111,"1 Great Starts sandwich (5.2 oz)",2017-01-01,2018-12-31
60112,"1 Great Starts sandwich (6.2 oz)",2017-01-01,2018-12-31
60113,"1 Haagen Dazs bar",2017-01-01,2018-12-31
60114,"1 Hardee's 1/4 lb cheeseburger",2017-01-01,2018-12-31
60115,"1 Hardee's Big Deluxe",2017-01-01,2018-12-31
60116,"1 Hardee's Ham 'N Cheese Supreme",2017-01-01,2018-12-31
60117,"1 Hardee's Hamburger",2017-01-01,2018-12-31
60118,"1 Hardee's Mushroom 'N' Swiss burger",2017-01-01,2018-12-31
60119,"1 Hardee's Roast Beef Sandwich",2017-01-01,2018-12-31
60120,"1 Hardee's Roast Beef Supreme",2017-01-01,2018-12-31
60121,"1 Hardee's Sandwich",2017-01-01,2018-12-31
60122,"1 Hardee's Seafood Salad",2017-01-01,2018-12-31
60123,"1 Hardee's Turkey Club",2017-01-01,2018-12-31
60124,"1 Hardee's muffin",2017-01-01,2018-12-31
60125,"1 Harvest Wheat",2017-01-01,2018-12-31
60126,"1 Healthy Choice meal (10.5 oz)",2017-01-01,2018-12-31
60127,"1 Healthy Choice meal (11 oz)",2017-01-01,2018-12-31
60128,"1 Healthy Choice meal (8.5 oz)",2017-01-01,2018-12-31
60129,"1 Healthy Choice meal (9.0 oz)",2017-01-01,2018-12-31
60130,"1 Heath bar",2017-01-01,2018-12-31
60131,"1 Heaven Sundae (2 fl oz)",2017-01-01,2018-12-31
60132,"1 Hostess Lights Cake with Creamy Filling",2017-01-01,2018-12-31
60133,"1 Hostess Lights Cake with Fruit Filling",2017-01-01,2018-12-31
60134,"1 Hostess Twinkies Lights",2017-01-01,2018-12-31
60135,"1 Hostess package of 5 mini muffins (2 oz)",2017-01-01,2018-12-31
60136,"1 Hot Pocket",2017-01-01,2018-12-31
60137,"1 Hot Pockets Beef & Cheddar",2017-01-01,2018-12-31
60138,"1 Hot Pockets Ham 'n Cheese",2017-01-01,2018-12-31
60139,"1 Hot Pockets Pepperoni Pizza",2017-01-01,2018-12-31
60140,"1 Hot Pockets Sausage Pizza",2017-01-01,2018-12-31
60141,"1 Italian tomato",2017-01-01,2018-12-31
60142,"1 Jack-in-the Box Cheese Melt",2017-01-01,2018-12-31
60143,"1 Jack-in-the-Box Bonus-Jack hamburger",2017-01-01,2018-12-31
60144,"1 Jack-in-the-Box Cheeseburger Deluxe",2017-01-01,2018-12-31
60145,"1 Jack-in-the-Box Chicken Pita Pocket sandwich",2017-01-01,2018-12-31
60146,"1 Jack-in-the-Box Chicken Supreme",2017-01-01,2018-12-31
60147,"1 Jack-in-the-Box Country Fried Steak Sandwich",2017-01-01,2018-12-31
60148,"1 Jack-in-the-Box Grilled Sour Dough Burger",2017-01-01,2018-12-31
60149,"1 Jack-in-the-Box Hamburger Deluxe",2017-01-01,2018-12-31
60150,"1 Jack-in-the-Box Jumbo Jack hamburger",2017-01-01,2018-12-31
60151,"1 Jack-in-the-Box Jumbo-Jack Hamburger with cheese",2017-01-01,2018-12-31
60152,"1 Jack-in-the-Box Original Pita",2017-01-01,2018-12-31
60153,"1 Jack-in-the-Box Sirloin Cheesesteak",2017-01-01,2018-12-31
60154,"1 Jack-in-the-Box Ultimate cheeseburger",2017-01-01,2018-12-31
60155,"1 Jack-in-the-Box cheeseburger",2017-01-01,2018-12-31
60156,"1 Jack-in-the-Box sandwich",2017-01-01,2018-12-31
60157,"1 Jenny Craig pouch (6 oz)",2017-01-01,2018-12-31
60158,"1 Jenny's Cuisine Fruit and Nut Snack Bar",2017-01-01,2018-12-31
60159,"1 Jenny's Cuisine Pizza Puff",2017-01-01,2018-12-31
60160,"1 Jenny's Cuisine bar",2017-01-01,2018-12-31
60161,"1 Jenny's Cuisine envelope (1 oz), prepared",2017-01-01,2018-12-31
60162,"1 Jimmy Dean Chicken Biscuit",2017-01-01,2018-12-31
60163,"1 Jimmy Dean MiniBurger",2017-01-01,2018-12-31
60164,"1 Jimmy Dean sandwich",2017-01-01,2018-12-31
60165,"1 Keebler Iced Animal Cookie",2017-01-01,2018-12-31
60166,"1 Kentucky Fried Chicken Chicken Little",2017-01-01,2018-12-31
60167,"1 Klondike Krispy bar (5 fl oz)",2017-01-01,2018-12-31
60168,"1 Klondike Lite Sugar Free (2.5 fl oz)",2017-01-01,2018-12-31
60169,"1 Kool Pop",2017-01-01,2018-12-31
60170,"1 Kraft meal (9 oz)",2017-01-01,2018-12-31
60171,"1 Krunch Twist",2017-01-01,2018-12-31
60172,"1 Kudos Chocolate and Granola Snacks",2017-01-01,2018-12-31
60173,"1 Kudos Crunchy Nut Snack",2017-01-01,2018-12-31
60174,"1 Le Menu meal (10.25 oz)",2017-01-01,2018-12-31
60175,"1 Le Menu meal (11 oz)",2017-01-01,2018-12-31
60176,"1 Le Menu meal (11.5 oz)",2017-01-01,2018-12-31
60177,"1 Lean Cuisine meal (10.875 oz)",2017-01-01,2018-12-31
60178,"1 Lean Cuisine meal (11 oz)",2017-01-01,2018-12-31
60179,"1 Lean Cuisine meal (11.25 oz)",2017-01-01,2018-12-31
60180,"1 Lean Cuisine meal (8.625 oz)",2017-01-01,2018-12-31
60181,"1 Life Savers Flavor Pops",2017-01-01,2018-12-31
60182,"1 Lifesaver lollipop (.9 oz)",2017-01-01,2018-12-31
60183,"1 Light Eskimo Pie bar (2.5 fl oz)",2017-01-01,2018-12-31
60184,"1 Light and Elegant meal (11.25 oz)",2017-01-01,2018-12-31
60185,"1 Little Debbie Cookie Bar",2017-01-01,2018-12-31
60186,"1 Little Debbie Fudge Crispy Bar",2017-01-01,2018-12-31
60187,"1 Little Debbie Nutty Bar",2017-01-01,2018-12-31
60188,"1 McDonald's 1/4-Pounder",2017-01-01,2018-12-31
60189,"1 McDonald's 1/4-Pounder with cheese",2017-01-01,2018-12-31
60190,"1 McDonald's Big Mac",2017-01-01,2018-12-31
60191,"1 McDonald's Breakfast Burrito (3.7 oz)",2017-01-01,2018-12-31
60192,"1 McDonald's Cheddar Melt",2017-01-01,2018-12-31
60193,"1 McDonald's Double cheeseburger",2017-01-01,2018-12-31
60194,"1 McDonald's Hamburger",2017-01-01,2018-12-31
60195,"1 McDonald's McChicken sandwich",2017-01-01,2018-12-31
60196,"1 McDonald's McDLT",2017-01-01,2018-12-31
60197,"1 McDonald's cheeseburger",2017-01-01,2018-12-31
60198,"1 McDonald's chicken fajita",2017-01-01,2018-12-31
60199,"1 McDonald's salad dressing packet",2017-01-01,2018-12-31
60200,"1 McDonald's steak biscuit",2017-01-01,2018-12-31
60201,"1 McDonald's sundae",2017-01-01,2018-12-31
60202,"1 Mickey Mouse bar (2.5 fl oz)",2017-01-01,2018-12-31
60203,"1 Mom 'N' Pops sandwich",2017-01-01,2018-12-31
60204,"1 Morton Salisbury Steak Dinner (11.25 oz)",2017-01-01,2018-12-31
60205,"1 Morton meal (10 oz)",2017-01-01,2018-12-31
60206,"1 Mott's fruit pak (3.75 oz)",2017-01-01,2018-12-31
60207,"1 Mrs. Paul's Apple Fritter",2017-01-01,2018-12-31
60208,"1 Mug-O-Lunch",2017-01-01,2018-12-31
60209,"1 Nachos Supreme",2017-01-01,2018-12-31
60210,"1 Napoleon",2017-01-01,2018-12-31
60211,"1 Nassau",2017-01-01,2018-12-31
60212,"1 Nature Valley Granola Cluster",2017-01-01,2018-12-31
60213,"1 New Trail",2017-01-01,2018-12-31
60214,"1 NuSystem package (.9 oz)",2017-01-01,2018-12-31
60215,"1 Nutri System packet (1 oz)",2017-01-01,2018-12-31
60216,"1 Nutri System packet dry mix with 8 fl oz water",2017-01-01,2018-12-31
60217,"1 Nutri-Grain Bar",2017-01-01,2018-12-31
60218,"1 Nutty Buddy",2017-01-01,2018-12-31
60219,"1 Oreo mini sandwich",2017-01-01,2018-12-31
60220,"1 Oreo sandwich",2017-01-01,2018-12-31
60221,"1 Orville Redenbacher's Light Microwave pop and serve bag",2017-01-01,2018-12-31
60222,"1 Orville Redenbacher's pop and serve bag",2017-01-01,2018-12-31
60223,"1 Pacific (1 lb live weight) (yield after cooking, shell removed)",2017-01-01,2018-12-31
60224,"1 Pacific cod fillet (6"" x 2-1/2"" x 3/8"")",2017-01-01,2018-12-31
60225,"1 Pacific cod fillet (6-1/4"" x 3"" x 3/8"")",2017-01-01,2018-12-31
60226,"1 Pepperidge Farm Cappucino",2017-01-01,2018-12-31
60227,"1 Pepperidge Farm Chocolate Chunk Cookie",2017-01-01,2018-12-31
60228,"1 Pepperidge Farm Cinnamon Chip",2017-01-01,2018-12-31
60229,"1 Pepperidge Farm Distinctive Chantilly (about 2"" dia)",2017-01-01,2018-12-31
60230,"1 Pepperidge Farm Lido",2017-01-01,2018-12-31
60231,"1 Petit Four",2017-01-01,2018-12-31
60232,"1 Pillsbury microwave pop and serve bag",2017-01-01,2018-12-31
60233,"1 Pop Bottle yields",2017-01-01,2018-12-31
60234,"1 Pop Tart",2017-01-01,2018-12-31
60235,"1 Porterhouse steak (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
60236,"1 Porterhouse steak (yield after cooking, bone removed)",2017-01-01,2018-12-31
60237,"1 Quaker Oats Dipp",2017-01-01,2018-12-31
60238,"1 Quaker Oats bar",2017-01-01,2018-12-31
60239,"1 Quaker Oats or Nature Valley bar",2017-01-01,2018-12-31
60240,"1 Rax Beef, Bacon and Cheddar",2017-01-01,2018-12-31
60241,"1 Rax Roast Beef Sandwich",2017-01-01,2018-12-31
