"Food_code","Moisture_change","Start_date","End_date"
26158014,-22,2017-01-01,2018-12-31
26158020,-22,2017-01-01,2018-12-31
26158021,-22,2017-01-01,2018-12-31
26158022,-22,2017-01-01,2018-12-31
26158023,-22,2017-01-01,2018-12-31
26158024,-22,2017-01-01,2018-12-31
26158030,-15,2017-01-01,2018-12-31
26158031,-15,2017-01-01,2018-12-31
26158032,-15,2017-01-01,2018-12-31
26158033,-22,2017-01-01,2018-12-31
26158034,-22,2017-01-01,2018-12-31
26158050,-21,2017-01-01,2018-12-31
26203110,-18,2017-01-01,2018-12-31
26203160,-21,2017-01-01,2018-12-31
26205110,-18,2017-01-01,2018-12-31
26205160,0,2017-01-01,2018-12-31
26205170,-73.7,2017-01-01,2018-12-31
26205180,0,2017-01-01,2018-12-31
26205190,-50,2017-01-01,2018-12-31
26207110,-22,2017-01-01,2018-12-31
26209100,0,2017-01-01,2018-12-31
26211100,0,2017-01-01,2018-12-31
26213100,0,2017-01-01,2018-12-31
26213120,-20,2017-01-01,2018-12-31
26213121,-20,2017-01-01,2018-12-31
26213130,-20,2017-01-01,2018-12-31
26213131,-20,2017-01-01,2018-12-31
26213140,-18,2017-01-01,2018-12-31
26213160,-50,2017-01-01,2018-12-31
26213170,-73.7,2017-01-01,2018-12-31
26213180,-20,2017-01-01,2018-12-31
26213190,-13.5,2017-01-01,2018-12-31
26215120,-20,2017-01-01,2018-12-31
26301110,-20,2017-01-01,2018-12-31
26301140,-18,2017-01-01,2018-12-31
26301160,-50,2017-01-01,2018-12-31
26303100,0,2017-01-01,2018-12-31
26303110,-20,2017-01-01,2018-12-31
26303120,-20,2017-01-01,2018-12-31
26303121,-20,2017-01-01,2018-12-31
26303130,-20,2017-01-01,2018-12-31
26303131,-20,2017-01-01,2018-12-31
26303140,-18,2017-01-01,2018-12-31
26303160,-50,2017-01-01,2018-12-31
26303180,-20,2017-01-01,2018-12-31
26303190,-20,2017-01-01,2018-12-31
26305110,0,2017-01-01,2018-12-31
26305120,-20,2017-01-01,2018-12-31
26305121,-20,2017-01-01,2018-12-31
26305130,-20,2017-01-01,2018-12-31
26305131,-20,2017-01-01,2018-12-31
26305160,0,2017-01-01,2018-12-31
26305180,0,2017-01-01,2018-12-31
26307140,-18,2017-01-01,2018-12-31
26309140,-18,2017-01-01,2018-12-31
26309160,0,2017-01-01,2018-12-31
26311110,0,2017-01-01,2018-12-31
26311120,-20,2017-01-01,2018-12-31
26311121,-20,2017-01-01,2018-12-31
26311140,-18,2017-01-01,2018-12-31
26311160,0,2017-01-01,2018-12-31
26311170,-20,2017-01-01,2018-12-31
26311171,-20,2017-01-01,2018-12-31
26311180,0,2017-01-01,2018-12-31
26313100,0,2017-01-01,2018-12-31
26313110,-50,2017-01-01,2018-12-31
26313160,-50,2017-01-01,2018-12-31
26315100,0,2017-01-01,2018-12-31
26315110,-18,2017-01-01,2018-12-31
26315120,-20,2017-01-01,2018-12-31
26315121,-20,2017-01-01,2018-12-31
26315130,-50,2017-01-01,2018-12-31
26315140,-18,2017-01-01,2018-12-31
26315160,-20,2017-01-01,2018-12-31
26315161,-20,2017-01-01,2018-12-31
26315180,-8,2017-01-01,2018-12-31
26315190,-38.4,2017-01-01,2018-12-31
26317110,-20,2017-01-01,2018-12-31
26317120,-20,2017-01-01,2018-12-31
26317121,-20,2017-01-01,2018-12-31
26317130,-50,2017-01-01,2018-12-31
26317140,-18,2017-01-01,2018-12-31
26317160,-20,2017-01-01,2018-12-31
26317161,-20,2017-01-01,2018-12-31
26319110,-18,2017-01-01,2018-12-31
26319120,-20,2017-01-01,2018-12-31
26319121,-20,2017-01-01,2018-12-31
26319122,-20,2017-01-01,2018-12-31
26319123,-20,2017-01-01,2018-12-31
26319124,-20,2017-01-01,2018-12-31
26319130,-22,2017-01-01,2018-12-31
26319140,-18,2017-01-01,2018-12-31
26319141,-18,2017-01-01,2018-12-31
26319142,-18,2017-01-01,2018-12-31
26319143,-20,2017-01-01,2018-12-31
26319144,-20,2017-01-01,2018-12-31
26319145,0,2017-01-01,2018-12-31
26319160,-20,2017-01-01,2018-12-31
26319161,-20,2017-01-01,2018-12-31
26319162,-20,2017-01-01,2018-12-31
26319163,-20,2017-01-01,2018-12-31
26319164,-20,2017-01-01,2018-12-31
26319170,-60.5,2017-01-01,2018-12-31
26319180,0,2017-01-01,2018-12-31
26321110,-20,2017-01-01,2018-12-31
27111000,0,2017-01-01,2018-12-31
27111100,0,2017-01-01,2018-12-31
27111200,-20,2017-01-01,2018-12-31
27111300,-13,2017-01-01,2018-12-31
27111310,-13,2017-01-01,2018-12-31
27111400,-10,2017-01-01,2018-12-31
27111405,0,2017-01-01,2018-12-31
27111406,-10,2017-01-01,2018-12-31
27111407,0,2017-01-01,2018-12-31
27111410,-5,2017-01-01,2018-12-31
27111420,0,2017-01-01,2018-12-31
27111430,0,2017-01-01,2018-12-31
27111440,0,2017-01-01,2018-12-31
27111500,-10,2017-01-01,2018-12-31
27112000,0,2017-01-01,2018-12-31
27112010,0,2017-01-01,2018-12-31
27113000,0,2017-01-01,2018-12-31
27113100,-8.2,2017-01-01,2018-12-31
27113200,-10,2017-01-01,2018-12-31
27113300,0,2017-01-01,2018-12-31
27114000,0,2017-01-01,2018-12-31
27115000,-5,2017-01-01,2018-12-31
27115100,-4,2017-01-01,2018-12-31
27116100,0,2017-01-01,2018-12-31
27116110,0,2017-01-01,2018-12-31
27116200,4,2017-01-01,2018-12-31
27116300,-5,2017-01-01,2018-12-31
27116350,-10,2017-01-01,2018-12-31
27116400,0,2017-01-01,2018-12-31
27118110,-16.9,2017-01-01,2018-12-31
27118120,-21.2,2017-01-01,2018-12-31
27118130,-24.9,2017-01-01,2018-12-31
27118140,NA,2017-01-01,2018-12-31
27118180,-47.1,2017-01-01,2018-12-31
27120020,0,2017-01-01,2018-12-31
27120030,-4,2017-01-01,2018-12-31
27120060,-5,2017-01-01,2018-12-31
27120080,-5.8,2017-01-01,2018-12-31
27120090,0,2017-01-01,2018-12-31
27120100,0,2017-01-01,2018-12-31
27120110,0,2017-01-01,2018-12-31
27120120,0,2017-01-01,2018-12-31
27120130,-13,2017-01-01,2018-12-31
27120150,-5,2017-01-01,2018-12-31
27120210,0,2017-01-01,2018-12-31
27120250,0,2017-01-01,2018-12-31
27121000,-5,2017-01-01,2018-12-31
27121010,-16.7,2017-01-01,2018-12-31
27121410,-10,2017-01-01,2018-12-31
27130010,0,2017-01-01,2018-12-31
27130050,-10,2017-01-01,2018-12-31
27133010,-21.4,2017-01-01,2018-12-31
27135010,0,2017-01-01,2018-12-31
27135020,0,2017-01-01,2018-12-31
27135030,0,2017-01-01,2018-12-31
27135040,0,2017-01-01,2018-12-31
27135050,0,2017-01-01,2018-12-31
27135110,-10,2017-01-01,2018-12-31
27135150,0,2017-01-01,2018-12-31
27136050,0,2017-01-01,2018-12-31
27136080,0,2017-01-01,2018-12-31
27136100,-10,2017-01-01,2018-12-31
27141000,-11,2017-01-01,2018-12-31
27141030,0,2017-01-01,2018-12-31
27141035,0,2017-01-01,2018-12-31
27141050,-10,2017-01-01,2018-12-31
27141500,-10,2017-01-01,2018-12-31
27142000,0,2017-01-01,2018-12-31
27142100,-10,2017-01-01,2018-12-31
27142200,0,2017-01-01,2018-12-31
27143000,0,2017-01-01,2018-12-31
27144000,0,2017-01-01,2018-12-31
27145000,-4,2017-01-01,2018-12-31
27146011,0,2017-01-01,2018-12-31
27146100,0,2017-01-01,2018-12-31
27146110,0,2017-01-01,2018-12-31
27146150,0,2017-01-01,2018-12-31
27146155,0,2017-01-01,2018-12-31
27146160,0,2017-01-01,2018-12-31
27146200,0,2017-01-01,2018-12-31
27146250,0,2017-01-01,2018-12-31
27146300,-10,2017-01-01,2018-12-31
27146350,0,2017-01-01,2018-12-31
27146360,0,2017-01-01,2018-12-31
27146400,0,2017-01-01,2018-12-31
27148010,-20,2017-01-01,2018-12-31
27150010,0,2017-01-01,2018-12-31
27150020,-5,2017-01-01,2018-12-31
27150030,-9.6,2017-01-01,2018-12-31
27150050,-4,2017-01-01,2018-12-31
27150060,-20,2017-01-01,2018-12-31
27150070,0,2017-01-01,2018-12-31
27150110,0,2017-01-01,2018-12-31
27150120,0,2017-01-01,2018-12-31
27150130,-20,2017-01-01,2018-12-31
27150140,-5,2017-01-01,2018-12-31
27150151,0,2017-01-01,2018-12-31
27150155,0,2017-01-01,2018-12-31
27150160,-20,2017-01-01,2018-12-31
27150170,-5,2017-01-01,2018-12-31
27150210,0,2017-01-01,2018-12-31
27150230,0,2017-01-01,2018-12-31
27150250,0,2017-01-01,2018-12-31
27150310,0,2017-01-01,2018-12-31
27150320,0,2017-01-01,2018-12-31
27150325,0,2017-01-01,2018-12-31
27150330,-20,2017-01-01,2018-12-31
27150350,0,2017-01-01,2018-12-31
27150370,0,2017-01-01,2018-12-31
27150410,-4,2017-01-01,2018-12-31
27150510,0,2017-01-01,2018-12-31
27151030,0,2017-01-01,2018-12-31
27151040,-10.6,2017-01-01,2018-12-31
27151050,-21.3,2017-01-01,2018-12-31
27151070,-28.5,2017-01-01,2018-12-31
27160010,-4,2017-01-01,2018-12-31
27160100,0,2017-01-01,2018-12-31
27161010,-30.6,2017-01-01,2018-12-31
27162010,0,2017-01-01,2018-12-31
27162040,0,2017-01-01,2018-12-31
27162060,0,2017-01-01,2018-12-31
27162500,-10,2017-01-01,2018-12-31
27163010,0,2017-01-01,2018-12-31
27211000,-5,2017-01-01,2018-12-31
27211100,-8.3,2017-01-01,2018-12-31
27211110,-13,2017-01-01,2018-12-31
27211150,-13,2017-01-01,2018-12-31
27211190,-8,2017-01-01,2018-12-31
27211200,-8.3,2017-01-01,2018-12-31
27211300,-15,2017-01-01,2018-12-31
27211400,0,2017-01-01,2018-12-31
27211500,-5,2017-01-01,2018-12-31
27211550,-10,2017-01-01,2018-12-31
27212000,0,2017-01-01,2018-12-31
27212050,-7,2017-01-01,2018-12-31
27212100,-7,2017-01-01,2018-12-31
27212120,0,2017-01-01,2018-12-31
27212150,-13,2017-01-01,2018-12-31
27212200,-5,2017-01-01,2018-12-31
27212300,-5,2017-01-01,2018-12-31
27212350,-7,2017-01-01,2018-12-31
27212400,-5,2017-01-01,2018-12-31
27212500,-5,2017-01-01,2018-12-31
27213000,-5,2017-01-01,2018-12-31
27213010,0,2017-01-01,2018-12-31
27213100,-5,2017-01-01,2018-12-31
27213120,-10,2017-01-01,2018-12-31
27213150,0,2017-01-01,2018-12-31
27213200,-5,2017-01-01,2018-12-31
27213300,-5,2017-01-01,2018-12-31
27213400,-5,2017-01-01,2018-12-31
27213420,-10,2017-01-01,2018-12-31
27213500,-5,2017-01-01,2018-12-31
27213600,-7,2017-01-01,2018-12-31
27214100,0,2017-01-01,2018-12-31
27214110,0,2017-01-01,2018-12-31
27214300,-3.5,2017-01-01,2018-12-31
27214500,0,2017-01-01,2018-12-31
27218110,-47.3,2017-01-01,2018-12-31
27218210,-47.1,2017-01-01,2018-12-31
27218310,-19.7,2017-01-01,2018-12-31
27220010,-13,2017-01-01,2018-12-31
27220020,-5,2017-01-01,2018-12-31
27220030,-5,2017-01-01,2018-12-31
27220050,-5,2017-01-01,2018-12-31
27220080,-5,2017-01-01,2018-12-31
27220110,-5,2017-01-01,2018-12-31
27220120,-5,2017-01-01,2018-12-31
27220150,-5,2017-01-01,2018-12-31
27220170,-5,2017-01-01,2018-12-31
27220190,-5,2017-01-01,2018-12-31
27220210,-5,2017-01-01,2018-12-31
27220310,-5,2017-01-01,2018-12-31
27220510,-5,2017-01-01,2018-12-31
27220520,-5,2017-01-01,2018-12-31
27221100,-42.9,2017-01-01,2018-12-31
27221110,0,2017-01-01,2018-12-31
27221150,-13,2017-01-01,2018-12-31
27230010,0,2017-01-01,2018-12-31
27231000,-5,2017-01-01,2018-12-31
27232000,-5,2017-01-01,2018-12-31
27233000,-5,2017-01-01,2018-12-31
27235000,-14,2017-01-01,2018-12-31
27235750,-5,2017-01-01,2018-12-31
27236000,-5,2017-01-01,2018-12-31
27241000,0,2017-01-01,2018-12-31
27241010,-10,2017-01-01,2018-12-31
27242000,-5,2017-01-01,2018-12-31
27242200,-5,2017-01-01,2018-12-31
27242250,-5,2017-01-01,2018-12-31
27242300,-5,2017-01-01,2018-12-31
27242310,-5,2017-01-01,2018-12-31
27242350,0,2017-01-01,2018-12-31
27242400,-5,2017-01-01,2018-12-31
27242500,-5,2017-01-01,2018-12-31
27243000,-5,2017-01-01,2018-12-31
27243100,0,2017-01-01,2018-12-31
27243300,-10,2017-01-01,2018-12-31
27243400,-5,2017-01-01,2018-12-31
27243500,-5,2017-01-01,2018-12-31
27243600,-5,2017-01-01,2018-12-31
27246100,0,2017-01-01,2018-12-31
27246200,0,2017-01-01,2018-12-31
27246300,-5,2017-01-01,2018-12-31
27246400,-6,2017-01-01,2018-12-31
27246500,-10,2017-01-01,2018-12-31
27246505,-10,2017-01-01,2018-12-31
27250020,-20,2017-01-01,2018-12-31
27250030,-20,2017-01-01,2018-12-31
27250040,-5,2017-01-01,2018-12-31
27250050,-20,2017-01-01,2018-12-31
27250060,0,2017-01-01,2018-12-31
27250070,-5,2017-01-01,2018-12-31
27250080,-20,2017-01-01,2018-12-31
27250110,-5,2017-01-01,2018-12-31
27250120,-5,2017-01-01,2018-12-31
27250122,-5,2017-01-01,2018-12-31
27250124,-5,2017-01-01,2018-12-31
27250126,-5,2017-01-01,2018-12-31
27250128,-5,2017-01-01,2018-12-31
27250130,-5,2017-01-01,2018-12-31
27250132,-5,2017-01-01,2018-12-31
27250150,-20,2017-01-01,2018-12-31
27250160,-5,2017-01-01,2018-12-31
27250210,-5,2017-01-01,2018-12-31
27250220,-5,2017-01-01,2018-12-31
27250250,-20,2017-01-01,2018-12-31
27250260,0,2017-01-01,2018-12-31
27250270,-10,2017-01-01,2018-12-31
27250300,-27.9,2017-01-01,2018-12-31
27250310,-20,2017-01-01,2018-12-31
27250400,-5,2017-01-01,2018-12-31
27250410,-15,2017-01-01,2018-12-31
27250450,-10,2017-01-01,2018-12-31
27250520,0,2017-01-01,2018-12-31
27250550,-6,2017-01-01,2018-12-31
27250610,-10,2017-01-01,2018-12-31
27250630,-10,2017-01-01,2018-12-31
27250710,-5,2017-01-01,2018-12-31
27250810,-5,2017-01-01,2018-12-31
27250820,-5,2017-01-01,2018-12-31
27250830,-5,2017-01-01,2018-12-31
27250900,-5,2017-01-01,2018-12-31
27250950,-5,2017-01-01,2018-12-31
27251010,-22.5,2017-01-01,2018-12-31
27260010,0,2017-01-01,2018-12-31
27260050,0,2017-01-01,2018-12-31
27260080,0,2017-01-01,2018-12-31
27260090,0,2017-01-01,2018-12-31
27260100,0,2017-01-01,2018-12-31
27260110,0,2017-01-01,2018-12-31
27260500,-28.7,2017-01-01,2018-12-31
27260510,-17,2017-01-01,2018-12-31
27261000,-20,2017-01-01,2018-12-31
27261500,-10,2017-01-01,2018-12-31
27311110,-5,2017-01-01,2018-12-31
27311120,-5,2017-01-01,2018-12-31
27311210,-5,2017-01-01,2018-12-31
27311220,-5,2017-01-01,2018-12-31
27311310,-6.5,2017-01-01,2018-12-31
27311320,-13,2017-01-01,2018-12-31
27311410,-13,2017-01-01,2018-12-31
27311420,-13,2017-01-01,2018-12-31
27311510,-10,2017-01-01,2018-12-31
27311600,-5,2017-01-01,2018-12-31
27311605,-5,2017-01-01,2018-12-31
27311610,-5,2017-01-01,2018-12-31
27311620,-5,2017-01-01,2018-12-31
27311625,-5,2017-01-01,2018-12-31
27311630,-5,2017-01-01,2018-12-31
27311635,-5,2017-01-01,2018-12-31
27311640,-5,2017-01-01,2018-12-31
27311645,-5,2017-01-01,2018-12-31
27311650,-5,2017-01-01,2018-12-31
27313010,-5,2017-01-01,2018-12-31
27313020,-5,2017-01-01,2018-12-31
27313110,0,2017-01-01,2018-12-31
27313150,-5,2017-01-01,2018-12-31
27313160,-5,2017-01-01,2018-12-31
27313210,-5,2017-01-01,2018-12-31
27313220,-5,2017-01-01,2018-12-31
27313310,-5,2017-01-01,2018-12-31
27313320,-5,2017-01-01,2018-12-31
27313410,-5,2017-01-01,2018-12-31
27313420,-5,2017-01-01,2018-12-31
27315010,-5,2017-01-01,2018-12-31
27315020,-5,2017-01-01,2018-12-31
27315210,-5,2017-01-01,2018-12-31
27315220,-5,2017-01-01,2018-12-31
27315250,-10,2017-01-01,2018-12-31
27315270,-10,2017-01-01,2018-12-31
27315310,-5,2017-01-01,2018-12-31
27315320,-5,2017-01-01,2018-12-31
27315330,-5,2017-01-01,2018-12-31
27315340,0,2017-01-01,2018-12-31
27315410,-5,2017-01-01,2018-12-31
27315420,-5,2017-01-01,2018-12-31
27315510,-5,2017-01-01,2018-12-31
27315520,-5,2017-01-01,2018-12-31
27317010,-9,2017-01-01,2018-12-31
27317100,-5,2017-01-01,2018-12-31
27317110,-5,2017-01-01,2018-12-31
27319010,-26.6,2017-01-01,2018-12-31
27320020,-18,2017-01-01,2018-12-31
27320025,-5,2017-01-01,2018-12-31
27320027,-5,2017-01-01,2018-12-31
27320030,-5,2017-01-01,2018-12-31
27320040,-5,2017-01-01,2018-12-31
27320070,-5,2017-01-01,2018-12-31
27320080,-5,2017-01-01,2018-12-31
27320090,-5,2017-01-01,2018-12-31
27320100,-5,2017-01-01,2018-12-31
27320110,-5,2017-01-01,2018-12-31
27320120,-5,2017-01-01,2018-12-31
27320130,-5,2017-01-01,2018-12-31
27320140,-5,2017-01-01,2018-12-31
27320150,-5,2017-01-01,2018-12-31
27320210,-5,2017-01-01,2018-12-31
27320310,0,2017-01-01,2018-12-31
27320320,-5,2017-01-01,2018-12-31
27320330,-5,2017-01-01,2018-12-31
27320340,-5,2017-01-01,2018-12-31
27320350,-5,2017-01-01,2018-12-31
27320410,-5,2017-01-01,2018-12-31
27320450,-5,2017-01-01,2018-12-31
27320500,-5,2017-01-01,2018-12-31
27330010,-10,2017-01-01,2018-12-31
27330030,0,2017-01-01,2018-12-31
27330050,-5,2017-01-01,2018-12-31
27330060,-5,2017-01-01,2018-12-31
27330080,-5,2017-01-01,2018-12-31
27330110,0,2017-01-01,2018-12-31
27330170,-10,2017-01-01,2018-12-31
27330210,0,2017-01-01,2018-12-31
27330220,0,2017-01-01,2018-12-31
27331150,-32.5,2017-01-01,2018-12-31
27332100,-13,2017-01-01,2018-12-31
27332110,-13,2017-01-01,2018-12-31
27335100,-8.9,2017-01-01,2018-12-31
27335500,-17.8,2017-01-01,2018-12-31
27336100,-8.5,2017-01-01,2018-12-31
27336150,-8.5,2017-01-01,2018-12-31
27336200,-5,2017-01-01,2018-12-31
27336250,-5,2017-01-01,2018-12-31
27336300,-5,2017-01-01,2018-12-31
27336310,-5,2017-01-01,2018-12-31
27341000,0,2017-01-01,2018-12-31
27341010,-5,2017-01-01,2018-12-31
27341020,-5,2017-01-01,2018-12-31
27341025,-5,2017-01-01,2018-12-31
27341030,-5,2017-01-01,2018-12-31
27341035,-5,2017-01-01,2018-12-31
27341040,-5,2017-01-01,2018-12-31
27341045,-5,2017-01-01,2018-12-31
27341050,-5,2017-01-01,2018-12-31
27341055,-5,2017-01-01,2018-12-31
27341060,-5,2017-01-01,2018-12-31
27341310,-13,2017-01-01,2018-12-31
27341320,-13,2017-01-01,2018-12-31
27341510,-13,2017-01-01,2018-12-31
27341520,-13,2017-01-01,2018-12-31
27343010,-5,2017-01-01,2018-12-31
27343020,-5,2017-01-01,2018-12-31
27343410,-5,2017-01-01,2018-12-31
27343420,-5,2017-01-01,2018-12-31
27343470,-5,2017-01-01,2018-12-31
27343480,-5,2017-01-01,2018-12-31
27343510,-5,2017-01-01,2018-12-31
27343520,-5,2017-01-01,2018-12-31
27343910,0,2017-01-01,2018-12-31
27343950,-5,2017-01-01,2018-12-31
27343960,-5,2017-01-01,2018-12-31
27345010,-5,2017-01-01,2018-12-31
27345020,-5,2017-01-01,2018-12-31
27345210,-5,2017-01-01,2018-12-31
27345220,-5,2017-01-01,2018-12-31
27345230,0,2017-01-01,2018-12-31
27345310,-5,2017-01-01,2018-12-31
27345320,-5,2017-01-01,2018-12-31
27345410,-5,2017-01-01,2018-12-31
27345420,-5,2017-01-01,2018-12-31
27345440,-5,2017-01-01,2018-12-31
27345450,-5,2017-01-01,2018-12-31
27345510,-5,2017-01-01,2018-12-31
27345520,-5,2017-01-01,2018-12-31
27347100,0,2017-01-01,2018-12-31
27347200,-5,2017-01-01,2018-12-31
27347210,-5,2017-01-01,2018-12-31
27347220,-5,2017-01-01,2018-12-31
27347230,0,2017-01-01,2018-12-31
27347240,-5,2017-01-01,2018-12-31
27347250,-5,2017-01-01,2018-12-31
27348100,-8.9,2017-01-01,2018-12-31
27350020,-10,2017-01-01,2018-12-31
27350030,-20,2017-01-01,2018-12-31
27350050,0,2017-01-01,2018-12-31
27350060,-14.1,2017-01-01,2018-12-31
27350070,-9,2017-01-01,2018-12-31
27350080,-10,2017-01-01,2018-12-31
27350090,-5,2017-01-01,2018-12-31
27350100,-5,2017-01-01,2018-12-31
27350110,-20,2017-01-01,2018-12-31
27350200,-18,2017-01-01,2018-12-31
27350310,-20,2017-01-01,2018-12-31
27350410,-10,2017-01-01,2018-12-31
27351010,-3.7,2017-01-01,2018-12-31
27351030,-28.5,2017-01-01,2018-12-31
27351040,-26.4,2017-01-01,2018-12-31
27360000,0,2017-01-01,2018-12-31
27360010,-5,2017-01-01,2018-12-31
27360050,0,2017-01-01,2018-12-31
27360080,0,2017-01-01,2018-12-31
27360090,-10,2017-01-01,2018-12-31
27360100,0,2017-01-01,2018-12-31
27360120,0,2017-01-01,2018-12-31
27361010,-31.1,2017-01-01,2018-12-31
27362000,-56.7,2017-01-01,2018-12-31
27363000,-25,2017-01-01,2018-12-31
27363100,-14.1,2017-01-01,2018-12-31
27410210,-5,2017-01-01,2018-12-31
27410220,-5,2017-01-01,2018-12-31
27410250,-5,2017-01-01,2018-12-31
27411100,-5,2017-01-01,2018-12-31
27411120,-13,2017-01-01,2018-12-31
27411150,0,2017-01-01,2018-12-31
27411200,-5,2017-01-01,2018-12-31
27414100,-5,2017-01-01,2018-12-31
27414200,-5,2017-01-01,2018-12-31
27415100,-5,2017-01-01,2018-12-31
27415110,-10,2017-01-01,2018-12-31
27415120,-5,2017-01-01,2018-12-31
27415130,0,2017-01-01,2018-12-31
27415140,0,2017-01-01,2018-12-31
27415150,0,2017-01-01,2018-12-31
27415170,-5,2017-01-01,2018-12-31
27415200,-5,2017-01-01,2018-12-31
27415220,-5,2017-01-01,2018-12-31
27416100,-10,2017-01-01,2018-12-31
27416150,-5,2017-01-01,2018-12-31
27416200,0,2017-01-01,2018-12-31
27416250,0,2017-01-01,2018-12-31
27416300,0,2017-01-01,2018-12-31
27416400,-5,2017-01-01,2018-12-31
27416450,-5,2017-01-01,2018-12-31
27416500,-5,2017-01-01,2018-12-31
27418110,-20.4,2017-01-01,2018-12-31
27418210,-47.1,2017-01-01,2018-12-31
27418310,-10,2017-01-01,2018-12-31
27418410,-35,2017-01-01,2018-12-31
27420010,0,2017-01-01,2018-12-31
27420020,0,2017-01-01,2018-12-31
27420040,0,2017-01-01,2018-12-31
27420060,-5,2017-01-01,2018-12-31
27420080,0,2017-01-01,2018-12-31
27420100,-5,2017-01-01,2018-12-31
27420110,-10,2017-01-01,2018-12-31
27420120,-5,2017-01-01,2018-12-31
27420150,-5,2017-01-01,2018-12-31
27420160,-15,2017-01-01,2018-12-31
27420170,-5,2017-01-01,2018-12-31
27420200,0,2017-01-01,2018-12-31
27420250,-5,2017-01-01,2018-12-31
27420270,-5,2017-01-01,2018-12-31
27420350,-5,2017-01-01,2018-12-31
27420370,-5,2017-01-01,2018-12-31
27420390,0,2017-01-01,2018-12-31
27420400,-5,2017-01-01,2018-12-31
27420410,-5,2017-01-01,2018-12-31
27420450,-5,2017-01-01,2018-12-31
27420460,-5,2017-01-01,2018-12-31
27420470,0,2017-01-01,2018-12-31
27420500,-5,2017-01-01,2018-12-31
27420510,-5,2017-01-01,2018-12-31
27420520,-5,2017-01-01,2018-12-31
27421010,-35.3,2017-01-01,2018-12-31
27422010,-13,2017-01-01,2018-12-31
27430400,0,2017-01-01,2018-12-31
27430410,0,2017-01-01,2018-12-31
27430500,0,2017-01-01,2018-12-31
27430510,0,2017-01-01,2018-12-31
27430580,-5,2017-01-01,2018-12-31
27430590,-5,2017-01-01,2018-12-31
27430610,-5,2017-01-01,2018-12-31
27440110,-5,2017-01-01,2018-12-31
27440120,-5,2017-01-01,2018-12-31
27440130,-5,2017-01-01,2018-12-31
27441120,-13,2017-01-01,2018-12-31
27442110,-5,2017-01-01,2018-12-31
27442120,-5,2017-01-01,2018-12-31
27443110,-10,2017-01-01,2018-12-31
27443120,-10,2017-01-01,2018-12-31
27443150,-10,2017-01-01,2018-12-31
27445110,0,2017-01-01,2018-12-31
27445120,-5,2017-01-01,2018-12-31
27445125,-5,2017-01-01,2018-12-31
27445130,-5,2017-01-01,2018-12-31
27445150,0,2017-01-01,2018-12-31
27445180,0,2017-01-01,2018-12-31
27445220,0,2017-01-01,2018-12-31
27445250,-5,2017-01-01,2018-12-31
27446100,0,2017-01-01,2018-12-31
27446200,0,2017-01-01,2018-12-31
27446205,0,2017-01-01,2018-12-31
27446220,0,2017-01-01,2018-12-31
27446225,0,2017-01-01,2018-12-31
27446230,0,2017-01-01,2018-12-31
27446235,0,2017-01-01,2018-12-31
27446240,0,2017-01-01,2018-12-31
27446245,0,2017-01-01,2018-12-31
27446250,0,2017-01-01,2018-12-31
27446255,0,2017-01-01,2018-12-31
27446260,0,2017-01-01,2018-12-31
27446300,0,2017-01-01,2018-12-31
27446310,0,2017-01-01,2018-12-31
27446315,0,2017-01-01,2018-12-31
27446320,0,2017-01-01,2018-12-31
27446330,0,2017-01-01,2018-12-31
27446332,0,2017-01-01,2018-12-31
27446350,0,2017-01-01,2018-12-31
27446355,0,2017-01-01,2018-12-31
27446360,0,2017-01-01,2018-12-31
27446362,0,2017-01-01,2018-12-31
27446400,-5,2017-01-01,2018-12-31
27446410,-5,2017-01-01,2018-12-31
27448020,0,2017-01-01,2018-12-31
27448030,0,2017-01-01,2018-12-31
27450010,0,2017-01-01,2018-12-31
27450020,0,2017-01-01,2018-12-31
27450030,0,2017-01-01,2018-12-31
27450040,0,2017-01-01,2018-12-31
27450060,0,2017-01-01,2018-12-31
27450061,0,2017-01-01,2018-12-31
27450062,0,2017-01-01,2018-12-31
27450063,0,2017-01-01,2018-12-31
27450064,0,2017-01-01,2018-12-31
27450065,0,2017-01-01,2018-12-31
27450066,0,2017-01-01,2018-12-31
27450067,0,2017-01-01,2018-12-31
27450068,0,2017-01-01,2018-12-31
27450070,0,2017-01-01,2018-12-31
27450080,0,2017-01-01,2018-12-31
27450090,0,2017-01-01,2018-12-31
27450100,0,2017-01-01,2018-12-31
27450110,0,2017-01-01,2018-12-31
27450120,0,2017-01-01,2018-12-31
27450130,0,2017-01-01,2018-12-31
27450150,-20,2017-01-01,2018-12-31
27450180,0,2017-01-01,2018-12-31
27450190,0,2017-01-01,2018-12-31
27450200,0,2017-01-01,2018-12-31
27450210,0,2017-01-01,2018-12-31
27450250,-10,2017-01-01,2018-12-31
27450310,0,2017-01-01,2018-12-31
27450400,-5,2017-01-01,2018-12-31
27450405,-5,2017-01-01,2018-12-31
27450410,-5,2017-01-01,2018-12-31
27450420,-5,2017-01-01,2018-12-31
27450430,-5,2017-01-01,2018-12-31
27450450,-14.1,2017-01-01,2018-12-31
27450470,-5,2017-01-01,2018-12-31
27450510,-10,2017-01-01,2018-12-31
27450600,-5,2017-01-01,2018-12-31
27450610,-5,2017-01-01,2018-12-31
27450650,-5,2017-01-01,2018-12-31
27450660,-5,2017-01-01,2018-12-31
