"Food_code","Subcode","Seq_num","Portion_code","Portion_weight","Start_date","End_date"
14104100,0,6,10120,244,2017-01-01,2018-12-31
14104100,0,7,10010,113,2017-01-01,2018-12-31
14104100,0,8,10310,132,2017-01-01,2018-12-31
14104100,0,9,51000,17,2017-01-01,2018-12-31
14104100,0,10,90000,21,2017-01-01,2018-12-31
14104110,0,1,64017,9,2017-01-01,2018-12-31
14104110,0,2,61935,21,2017-01-01,2018-12-31
14104110,0,3,62239,28.35,2017-01-01,2018-12-31
14104110,0,4,10159,113,2017-01-01,2018-12-31
14104110,0,5,10066,132,2017-01-01,2018-12-31
14104110,0,6,10120,244,2017-01-01,2018-12-31
14104110,0,7,10010,113,2017-01-01,2018-12-31
14104110,0,8,10310,132,2017-01-01,2018-12-31
14104110,0,9,51000,17,2017-01-01,2018-12-31
14104110,0,10,90000,21,2017-01-01,2018-12-31
14104115,0,1,64017,9,2017-01-01,2018-12-31
14104115,0,2,61935,21,2017-01-01,2018-12-31
14104115,0,3,62239,28.35,2017-01-01,2018-12-31
14104115,0,4,10159,113,2017-01-01,2018-12-31
14104115,0,6,10066,140,2017-01-01,2018-12-31
14104115,0,7,10120,244,2017-01-01,2018-12-31
14104115,0,8,10010,113,2017-01-01,2018-12-31
14104115,0,9,10310,132,2017-01-01,2018-12-31
14104115,0,10,51000,17,2017-01-01,2018-12-31
14104115,0,11,90000,21,2017-01-01,2018-12-31
14104200,0,1,64017,9,2017-01-01,2018-12-31
14104200,0,2,61935,21,2017-01-01,2018-12-31
14104200,0,3,62239,28.35,2017-01-01,2018-12-31
14104200,0,4,10159,113,2017-01-01,2018-12-31
14104200,0,5,10066,132,2017-01-01,2018-12-31
14104200,0,6,10010,113,2017-01-01,2018-12-31
14104200,0,7,10120,244,2017-01-01,2018-12-31
14104200,0,8,51000,17.2,2017-01-01,2018-12-31
14104200,0,9,90000,21,2017-01-01,2018-12-31
14104250,0,1,64017,9,2017-01-01,2018-12-31
14104250,0,2,61935,21,2017-01-01,2018-12-31
14104250,0,3,62239,28.35,2017-01-01,2018-12-31
14104250,0,4,10159,113,2017-01-01,2018-12-31
14104250,0,5,10066,132,2017-01-01,2018-12-31
14104250,0,6,10010,113,2017-01-01,2018-12-31
14104250,0,7,10120,244,2017-01-01,2018-12-31
14104250,0,8,51000,17,2017-01-01,2018-12-31
14104250,0,9,90000,21,2017-01-01,2018-12-31
14104400,0,1,62352,38,2017-01-01,2018-12-31
14104400,0,2,10059,150,2017-01-01,2018-12-31
14104400,0,3,51000,17,2017-01-01,2018-12-31
14104400,0,4,90000,21,2017-01-01,2018-12-31
14104600,0,1,64017,9,2017-01-01,2018-12-31
14104600,0,2,61935,21,2017-01-01,2018-12-31
14104600,0,3,10159,108,2017-01-01,2018-12-31
14104600,0,4,10066,132,2017-01-01,2018-12-31
14104600,0,5,10010,108,2017-01-01,2018-12-31
14104600,0,6,51000,15,2017-01-01,2018-12-31
14104600,0,7,90000,21,2017-01-01,2018-12-31
14104700,0,1,10059,140,2017-01-01,2018-12-31
14104700,0,2,51000,25,2017-01-01,2018-12-31
14104700,0,3,90000,21,2017-01-01,2018-12-31
14105010,0,1,64017,9,2017-01-01,2018-12-31
14105010,0,2,61935,21,2017-01-01,2018-12-31
14105010,0,3,61565,198,2017-01-01,2018-12-31
14105010,0,4,10066,132,2017-01-01,2018-12-31
14105010,0,5,51000,17,2017-01-01,2018-12-31
14105010,0,6,90000,21,2017-01-01,2018-12-31
14105200,0,1,64017,9,2017-01-01,2018-12-31
14105200,0,2,61935,21,2017-01-01,2018-12-31
14105200,0,3,61563,170,2017-01-01,2018-12-31
14105200,0,4,10159,108,2017-01-01,2018-12-31
14105200,0,5,10066,132,2017-01-01,2018-12-31
14105200,0,6,10010,108,2017-01-01,2018-12-31
14105200,0,7,51000,15,2017-01-01,2018-12-31
14105200,0,8,90000,21,2017-01-01,2018-12-31
14106010,0,1,61567,227,2017-01-01,2018-12-31
14106010,0,2,60428,113,2017-01-01,2018-12-31
14106010,0,3,10205,134,2017-01-01,2018-12-31
14106010,0,4,51000,18,2017-01-01,2018-12-31
14106010,0,5,90000,21,2017-01-01,2018-12-31
14106200,0,1,64017,9,2017-01-01,2018-12-31
14106200,0,2,61935,21,2017-01-01,2018-12-31
14106200,0,3,10159,113,2017-01-01,2018-12-31
14106200,0,4,10066,132,2017-01-01,2018-12-31
14106200,0,5,10010,113,2017-01-01,2018-12-31
14106200,0,6,10120,244,2017-01-01,2018-12-31
14106200,0,7,51000,17.2,2017-01-01,2018-12-31
14106200,0,8,90000,21,2017-01-01,2018-12-31
14106500,0,1,64017,9,2017-01-01,2018-12-31
14106500,0,2,61935,21,2017-01-01,2018-12-31
14106500,0,3,10159,113,2017-01-01,2018-12-31
14106500,0,4,10066,132,2017-01-01,2018-12-31
14106500,0,5,10010,113,2017-01-01,2018-12-31
14106500,0,6,10120,244,2017-01-01,2018-12-31
14106500,0,7,51000,16.6,2017-01-01,2018-12-31
14106500,0,8,90000,21,2017-01-01,2018-12-31
14107010,0,1,64017,9,2017-01-01,2018-12-31
14107010,0,2,61935,21,2017-01-01,2018-12-31
14107010,0,3,62239,28.35,2017-01-01,2018-12-31
14107010,0,4,60546,4,2017-01-01,2018-12-31
14107010,0,5,10159,113,2017-01-01,2018-12-31
14107010,0,6,10066,132,2017-01-01,2018-12-31
14107010,0,7,10010,113,2017-01-01,2018-12-31
14107010,0,8,10120,244,2017-01-01,2018-12-31
14107010,0,9,51000,18,2017-01-01,2018-12-31
14107010,0,10,90000,21,2017-01-01,2018-12-31
14107030,0,1,64017,9,2017-01-01,2018-12-31
14107030,0,2,61935,21,2017-01-01,2018-12-31
14107030,0,3,62239,28.35,2017-01-01,2018-12-31
14107030,0,4,63959,4.7,2017-01-01,2018-12-31
14107030,0,5,10066,132,2017-01-01,2018-12-31
14107030,0,6,10159,113,2017-01-01,2018-12-31
14107030,0,7,10010,113,2017-01-01,2018-12-31
14107030,0,8,10120,244,2017-01-01,2018-12-31
14107030,0,9,51000,17.6,2017-01-01,2018-12-31
14107030,0,10,90000,21,2017-01-01,2018-12-31
14107040,0,1,64017,9,2017-01-01,2018-12-31
14107040,0,2,61935,21,2017-01-01,2018-12-31
14107040,0,3,62239,28.35,2017-01-01,2018-12-31
14107040,0,4,10066,132,2017-01-01,2018-12-31
14107040,0,5,10159,113,2017-01-01,2018-12-31
14107040,0,6,10010,113,2017-01-01,2018-12-31
14107040,0,7,10120,244,2017-01-01,2018-12-31
14107040,0,8,51000,18,2017-01-01,2018-12-31
14107040,0,9,90000,21,2017-01-01,2018-12-31
14107060,0,1,64017,9,2017-01-01,2018-12-31
14107060,0,2,61935,21,2017-01-01,2018-12-31
14107060,0,3,62239,28.35,2017-01-01,2018-12-31
14107060,0,4,63959,4.7,2017-01-01,2018-12-31
14107060,0,5,10159,113,2017-01-01,2018-12-31
14107060,0,6,10010,113,2017-01-01,2018-12-31
14107060,0,7,10120,244,2017-01-01,2018-12-31
14107060,0,8,51000,17.6,2017-01-01,2018-12-31
14107060,0,9,90000,21,2017-01-01,2018-12-31
14107200,0,1,64017,9,2017-01-01,2018-12-31
14107200,0,2,61935,21,2017-01-01,2018-12-31
14107200,0,3,10159,113,2017-01-01,2018-12-31
14107200,0,4,10066,132,2017-01-01,2018-12-31
14107200,0,5,51000,17.5,2017-01-01,2018-12-31
14107200,0,6,90000,21,2017-01-01,2018-12-31
14107250,0,1,64017,9,2017-01-01,2018-12-31
14107250,0,2,61935,21,2017-01-01,2018-12-31
14107250,0,3,10159,113,2017-01-01,2018-12-31
14107250,0,4,51000,17.5,2017-01-01,2018-12-31
14107250,0,5,90000,21,2017-01-01,2018-12-31
14108010,0,1,10205,100,2017-01-01,2018-12-31
14108010,0,2,21000,6.2,2017-01-01,2018-12-31
14108010,0,3,90000,6.2,2017-01-01,2018-12-31
14108015,0,1,10205,106,2017-01-01,2018-12-31
14108015,0,2,21000,7,2017-01-01,2018-12-31
14108015,0,3,90000,7,2017-01-01,2018-12-31
14108020,0,1,51000,10.3,2017-01-01,2018-12-31
14108020,0,2,62515,142,2017-01-01,2018-12-31
14108020,0,3,40000,28.35,2017-01-01,2018-12-31
14108020,0,4,90000,5,2017-01-01,2018-12-31
14108020,0,5,21000,5,2017-01-01,2018-12-31
14108060,0,1,21000,7.5,2017-01-01,2018-12-31
14108060,0,2,10205,120,2017-01-01,2018-12-31
14108060,0,3,90000,7.5,2017-01-01,2018-12-31
14108200,0,1,64017,9,2017-01-01,2018-12-31
14108200,0,2,61935,21,2017-01-01,2018-12-31
14108200,0,3,10066,132,2017-01-01,2018-12-31
14108200,0,4,10159,113,2017-01-01,2018-12-31
14108200,0,5,10010,113,2017-01-01,2018-12-31
14108200,0,6,51000,17.2,2017-01-01,2018-12-31
14108200,0,7,90000,21,2017-01-01,2018-12-31
14108400,0,1,64017,9,2017-01-01,2018-12-31
14108400,0,2,61935,21,2017-01-01,2018-12-31
14108400,0,3,10066,132,2017-01-01,2018-12-31
14108400,0,4,51000,17,2017-01-01,2018-12-31
14108400,0,5,90000,21,2017-01-01,2018-12-31
14108420,0,1,64017,9,2017-01-01,2018-12-31
14108420,0,2,61935,21,2017-01-01,2018-12-31
14108420,0,3,10066,132,2017-01-01,2018-12-31
14108420,0,4,51000,17,2017-01-01,2018-12-31
14108420,0,5,90000,21,2017-01-01,2018-12-31
14109010,0,1,64017,9,2017-01-01,2018-12-31
14109010,0,2,61935,21,2017-01-01,2018-12-31
14109010,0,3,10159,108,2017-01-01,2018-12-31
14109010,0,4,10066,132,2017-01-01,2018-12-31
14109010,0,5,10120,244,2017-01-01,2018-12-31
14109010,0,6,10010,108,2017-01-01,2018-12-31
14109010,0,7,51000,15,2017-01-01,2018-12-31
14109010,0,8,90000,21,2017-01-01,2018-12-31
14109020,0,1,64017,9,2017-01-01,2018-12-31
14109020,0,2,61935,21,2017-01-01,2018-12-31
14109020,0,3,10066,132,2017-01-01,2018-12-31
14109020,0,4,10159,108,2017-01-01,2018-12-31
14109020,0,5,10010,108,2017-01-01,2018-12-31
14109020,0,6,51000,15,2017-01-01,2018-12-31
14109020,0,7,90000,21,2017-01-01,2018-12-31
14109030,0,1,64017,9,2017-01-01,2018-12-31
14109030,0,2,61935,21,2017-01-01,2018-12-31
14109030,0,3,10066,132,2017-01-01,2018-12-31
14109030,0,4,10159,108,2017-01-01,2018-12-31
14109030,0,5,10010,108,2017-01-01,2018-12-31
14109030,0,6,51000,15,2017-01-01,2018-12-31
14109030,0,7,90000,21,2017-01-01,2018-12-31
14109040,0,1,64017,9,2017-01-01,2018-12-31
14109040,0,2,61935,21,2017-01-01,2018-12-31
14109040,0,3,10066,132,2017-01-01,2018-12-31
14109040,0,4,10159,108,2017-01-01,2018-12-31
14109040,0,5,10010,108,2017-01-01,2018-12-31
14109040,0,6,51000,15,2017-01-01,2018-12-31
14109040,0,7,90000,21,2017-01-01,2018-12-31
14110010,0,1,64017,9,2017-01-01,2018-12-31
14110010,0,2,61935,21,2017-01-01,2018-12-31
14110010,0,3,10159,113,2017-01-01,2018-12-31
14110010,0,4,10066,132,2017-01-01,2018-12-31
14110010,0,5,10010,113,2017-01-01,2018-12-31
14110010,0,6,10120,244,2017-01-01,2018-12-31
14110010,0,7,51000,17.3,2017-01-01,2018-12-31
14110010,0,8,90000,21,2017-01-01,2018-12-31
14120010,0,1,10159,113,2017-01-01,2018-12-31
14120010,0,2,90000,21,2017-01-01,2018-12-31
14120010,0,3,10120,244,2017-01-01,2018-12-31
14120020,0,1,10159,113,2017-01-01,2018-12-31
14120020,0,2,90000,21,2017-01-01,2018-12-31
14131000,0,1,10059,132,2017-01-01,2018-12-31
14131000,0,2,40000,28.35,2017-01-01,2018-12-31
14131000,0,3,90000,21,2017-01-01,2018-12-31
14131000,0,4,51000,17.5,2017-01-01,2018-12-31
14131500,0,1,64017,9,2017-01-01,2018-12-31
14131500,0,2,61935,21,2017-01-01,2018-12-31
14131500,0,3,10066,132,2017-01-01,2018-12-31
14131500,0,4,10159,113,2017-01-01,2018-12-31
14131500,0,5,10010,113,2017-01-01,2018-12-31
14131500,0,6,51000,18,2017-01-01,2018-12-31
14131500,0,7,90000,21,2017-01-01,2018-12-31
14133000,0,1,64017,9,2017-01-01,2018-12-31
14133000,0,2,61935,21,2017-01-01,2018-12-31
14133000,0,3,10205,135,2017-01-01,2018-12-31
14133000,0,4,40000,28.35,2017-01-01,2018-12-31
14133000,0,5,51000,18,2017-01-01,2018-12-31
14133000,0,6,90000,21,2017-01-01,2018-12-31
14134000,0,1,10205,100,2017-01-01,2018-12-31
14134000,0,2,21000,6.2,2017-01-01,2018-12-31
14134000,0,3,90000,21,2017-01-01,2018-12-31
14200100,0,1,10205,210,2017-01-01,2018-12-31
14200100,0,2,90000,105,2017-01-01,2018-12-31
14201010,0,1,10205,210,2017-01-01,2018-12-31
14201010,0,2,90000,105,2017-01-01,2018-12-31
14201200,0,1,10205,210,2017-01-01,2018-12-31
14201200,0,2,90000,105,2017-01-01,2018-12-31
14201500,0,1,10205,246,2017-01-01,2018-12-31
14201500,0,2,90000,123,2017-01-01,2018-12-31
14202010,0,1,10205,226,2017-01-01,2018-12-31
14202010,0,2,90000,113,2017-01-01,2018-12-31
14202020,0,1,10205,226,2017-01-01,2018-12-31
14202020,0,2,90000,113,2017-01-01,2018-12-31
14203010,0,2,90000,105,2017-01-01,2018-12-31
14203010,0,3,10072,145,2017-01-01,2018-12-31
14203010,0,4,10339,210,2017-01-01,2018-12-31
14203010,0,5,10010,210,2017-01-01,2018-12-31
14203020,0,2,90000,105,2017-01-01,2018-12-31
14203020,0,3,10072,145,2017-01-01,2018-12-31
14203020,0,4,10339,210,2017-01-01,2018-12-31
14203020,0,5,10010,210,2017-01-01,2018-12-31
14203510,0,1,10205,128,2017-01-01,2018-12-31
14203510,0,2,61935,28,2017-01-01,2018-12-31
14203510,0,3,51000,17,2017-01-01,2018-12-31
14203510,0,4,90000,64,2017-01-01,2018-12-31
14204010,0,1,10205,226,2017-01-01,2018-12-31
14204010,0,2,90000,113,2017-01-01,2018-12-31
14204020,0,1,10205,226,2017-01-01,2018-12-31
14204020,0,2,90000,113,2017-01-01,2018-12-31
14206010,0,1,10205,226,2017-01-01,2018-12-31
14206010,0,2,90000,113,2017-01-01,2018-12-31
14207010,0,1,10205,227,2017-01-01,2018-12-31
14207010,0,2,90000,113,2017-01-01,2018-12-31
14301010,0,1,10205,240,2017-01-01,2018-12-31
14301010,0,2,21000,15,2017-01-01,2018-12-31
14301010,0,3,60868,28.35,2017-01-01,2018-12-31
14301010,0,4,90000,30,2017-01-01,2018-12-31
14301100,0,1,10205,240,2017-01-01,2018-12-31
14301100,0,2,21000,15,2017-01-01,2018-12-31
14301100,0,3,60868,28.35,2017-01-01,2018-12-31
14301100,0,4,90000,30,2017-01-01,2018-12-31
14303010,0,1,10205,240,2017-01-01,2018-12-31
14303010,0,2,21000,15,2017-01-01,2018-12-31
14303010,0,3,90000,30,2017-01-01,2018-12-31
14410100,0,1,64017,9,2017-01-01,2018-12-31
14410100,0,3,62376,28,2017-01-01,2018-12-31
14410100,0,4,51000,17.5,2017-01-01,2018-12-31
14410100,0,5,90000,21,2017-01-01,2018-12-31
14410100,0,6,61935,21,2017-01-01,2018-12-31
14410110,0,1,64017,9,2017-01-01,2018-12-31
14410110,0,2,61935,21,2017-01-01,2018-12-31
14410110,0,3,62239,28.35,2017-01-01,2018-12-31
14410110,0,4,10159,113,2017-01-01,2018-12-31
14410110,0,5,10066,140,2017-01-01,2018-12-31
14410110,0,6,10120,244,2017-01-01,2018-12-31
14410110,0,8,10010,113,2017-01-01,2018-12-31
14410110,0,9,10310,132,2017-01-01,2018-12-31
14410110,0,10,51000,17.5,2017-01-01,2018-12-31
14410110,0,11,90000,21,2017-01-01,2018-12-31
14410120,0,1,64017,9,2017-01-01,2018-12-31
14410120,0,2,61935,21,2017-01-01,2018-12-31
14410120,0,3,62239,28.35,2017-01-01,2018-12-31
14410120,0,4,10159,113,2017-01-01,2018-12-31
14410120,0,5,10066,140,2017-01-01,2018-12-31
14410120,0,6,10120,244,2017-01-01,2018-12-31
14410120,0,8,10010,113,2017-01-01,2018-12-31
14410120,0,9,10310,132,2017-01-01,2018-12-31
14410120,0,10,51000,17.5,2017-01-01,2018-12-31
14410120,0,11,90000,21,2017-01-01,2018-12-31
14410130,0,1,64017,9,2017-01-01,2018-12-31
14410130,0,2,61935,21,2017-01-01,2018-12-31
14410130,0,3,62239,28.35,2017-01-01,2018-12-31
14410130,0,4,10159,113,2017-01-01,2018-12-31
14410130,0,5,10066,140,2017-01-01,2018-12-31
14410130,0,6,10120,244,2017-01-01,2018-12-31
14410130,0,7,10010,113,2017-01-01,2018-12-31
14410130,0,9,10310,132,2017-01-01,2018-12-31
14410130,0,10,51000,16.2,2017-01-01,2018-12-31
14410130,0,12,90000,21,2017-01-01,2018-12-31
14410210,0,1,64017,9,2017-01-01,2018-12-31
14410210,0,2,61935,21,2017-01-01,2018-12-31
14410210,0,3,10066,140,2017-01-01,2018-12-31
14410210,0,4,10159,113,2017-01-01,2018-12-31
14410210,0,5,10010,113,2017-01-01,2018-12-31
14410210,0,6,51000,17.5,2017-01-01,2018-12-31
14410210,0,7,90000,21,2017-01-01,2018-12-31
14410330,0,1,64017,9,2017-01-01,2018-12-31
14410330,0,2,61935,21,2017-01-01,2018-12-31
14410330,0,3,10066,140,2017-01-01,2018-12-31
14410330,0,4,10159,113,2017-01-01,2018-12-31
14410330,0,5,10010,113,2017-01-01,2018-12-31
14410330,0,6,51000,17.5,2017-01-01,2018-12-31
14410330,0,7,90000,21,2017-01-01,2018-12-31
14410330,0,8,10120,244,2017-01-01,2018-12-31
14410330,0,9,62927,21,2017-01-01,2018-12-31
14410330,0,10,60413,4.7,2017-01-01,2018-12-31
14410380,0,1,10205,240,2017-01-01,2018-12-31
14410380,0,2,21000,15,2017-01-01,2018-12-31
14410380,0,3,90000,30,2017-01-01,2018-12-31
14410500,0,2,90000,21,2017-01-01,2018-12-31
14410500,0,3,63922,16,2017-01-01,2018-12-31
14410500,0,4,61935,21,2017-01-01,2018-12-31
14410600,0,1,64017,9,2017-01-01,2018-12-31
14410600,0,3,40000,28.35,2017-01-01,2018-12-31
14410600,0,4,10120,244,2017-01-01,2018-12-31
14410600,0,5,10159,113,2017-01-01,2018-12-31
14410600,0,6,10066,140,2017-01-01,2018-12-31
14410600,0,7,10010,113,2017-01-01,2018-12-31
14410600,0,8,51000,17.5,2017-01-01,2018-12-31
14410600,0,9,90000,21,2017-01-01,2018-12-31
14410600,0,10,61935,21,2017-01-01,2018-12-31
14410620,0,1,40000,28.35,2017-01-01,2018-12-31
14410620,0,2,10159,113,2017-01-01,2018-12-31
14410620,0,3,10066,140,2017-01-01,2018-12-31
14410620,0,4,10120,244,2017-01-01,2018-12-31
14410620,0,5,10010,113,2017-01-01,2018-12-31
14410620,0,6,51000,17.5,2017-01-01,2018-12-31
14410620,0,7,90000,14,2017-01-01,2018-12-31
14420100,0,1,64017,9,2017-01-01,2018-12-31
14420100,0,2,61935,21,2017-01-01,2018-12-31
14420100,0,4,40000,28.35,2017-01-01,2018-12-31
14420100,0,5,60894,142,2017-01-01,2018-12-31
14420100,0,6,10205,244,2017-01-01,2018-12-31
14420100,0,7,10066,140,2017-01-01,2018-12-31
14420100,0,8,51000,17.5,2017-01-01,2018-12-31
14420100,0,9,90000,21,2017-01-01,2018-12-31
14420100,0,10,62927,21,2017-01-01,2018-12-31
14420100,0,11,60413,4.7,2017-01-01,2018-12-31
14420160,0,1,40000,28.35,2017-01-01,2018-12-31
14420160,0,2,10205,244,2017-01-01,2018-12-31
14420160,0,3,51000,17.5,2017-01-01,2018-12-31
14420160,0,4,90000,30,2017-01-01,2018-12-31
14420200,0,1,10205,240,2017-01-01,2018-12-31
14420200,0,2,40000,28.35,2017-01-01,2018-12-31
14420200,0,3,90000,30,2017-01-01,2018-12-31
14420210,0,1,10205,240,2017-01-01,2018-12-31
14420210,0,2,40000,28.35,2017-01-01,2018-12-31
14420210,0,3,90000,30,2017-01-01,2018-12-31
14420300,0,1,10205,225,2017-01-01,2018-12-31
14420300,0,2,60523,135,2017-01-01,2018-12-31
14420300,0,3,90000,28,2017-01-01,2018-12-31
14502000,0,1,61935,21,2017-01-01,2018-12-31
14502000,0,2,10159,113,2017-01-01,2018-12-31
14502000,0,3,10010,113,2017-01-01,2018-12-31
14502000,0,4,51000,17.7,2017-01-01,2018-12-31
14502000,0,5,90000,21,2017-01-01,2018-12-31
14610200,0,1,10205,240,2017-01-01,2018-12-31
14610200,0,2,90000,120,2017-01-01,2018-12-31
14610210,0,1,10205,240,2017-01-01,2018-12-31
14610210,0,2,90000,120,2017-01-01,2018-12-31
14610250,0,1,10205,240,2017-01-01,2018-12-31
14610250,0,2,90000,120,2017-01-01,2018-12-31
14610520,0,1,21000,15,2017-01-01,2018-12-31
14610520,0,2,90000,30,2017-01-01,2018-12-31
14610520,0,3,51000,16.6,2017-01-01,2018-12-31
14620110,0,1,21000,15,2017-01-01,2018-12-31
14620110,0,2,60868,70,2017-01-01,2018-12-31
14620110,0,3,90000,60,2017-01-01,2018-12-31
14620115,0,1,21000,15,2017-01-01,2018-12-31
14620115,0,2,60868,70,2017-01-01,2018-12-31
14620115,0,3,90000,60,2017-01-01,2018-12-31
14620130,0,1,21000,15,2017-01-01,2018-12-31
14620130,0,2,60868,70,2017-01-01,2018-12-31
14620130,0,3,90000,60,2017-01-01,2018-12-31
14620150,0,1,21000,15,2017-01-01,2018-12-31
14620150,0,2,60868,70,2017-01-01,2018-12-31
14620150,0,3,90000,60,2017-01-01,2018-12-31
14620200,0,1,21000,15,2017-01-01,2018-12-31
14620200,0,2,60868,70,2017-01-01,2018-12-31
14620200,0,4,90000,60,2017-01-01,2018-12-31
14620300,0,1,64306,40,2017-01-01,2018-12-31
14620300,0,2,10205,215,2017-01-01,2018-12-31
14620300,0,3,52002,2.1,2017-01-01,2018-12-31
14620300,0,5,90000,80,2017-01-01,2018-12-31
14620310,0,1,64306,49,2017-01-01,2018-12-31
14620310,0,2,10205,168,2017-01-01,2018-12-31
14620310,0,3,52002,2.6,2017-01-01,2018-12-31
14620310,0,5,90000,98,2017-01-01,2018-12-31
14620320,0,1,64306,41,2017-01-01,2018-12-31
14620320,0,2,10205,168,2017-01-01,2018-12-31
14620320,0,3,52002,2.1,2017-01-01,2018-12-31
14620320,0,5,90000,82,2017-01-01,2018-12-31
14620330,0,1,64306,51,2017-01-01,2018-12-31
14620330,0,2,10205,168,2017-01-01,2018-12-31
14620330,0,3,52002,2.6,2017-01-01,2018-12-31
14620330,0,5,90000,102,2017-01-01,2018-12-31
14630100,0,1,21000,13,2017-01-01,2018-12-31
14630100,0,2,90000,52,2017-01-01,2018-12-31
14630200,0,1,10205,95,2017-01-01,2018-12-31
14630200,0,2,90000,48,2017-01-01,2018-12-31
14630300,0,1,21000,15,2017-01-01,2018-12-31
14630300,0,3,90000,22,2017-01-01,2018-12-31
14640000,0,1,61853,102,2017-01-01,2018-12-31
14640000,0,2,64717,125,2017-01-01,2018-12-31
14640000,0,3,64718,250,2017-01-01,2018-12-31
14640000,0,4,90000,102,2017-01-01,2018-12-31
14640002,0,1,61853,102,2017-01-01,2018-12-31
14640002,0,2,64717,125,2017-01-01,2018-12-31
14640002,0,3,64718,250,2017-01-01,2018-12-31
14640002,0,4,90000,102,2017-01-01,2018-12-31
14640004,0,1,61853,102,2017-01-01,2018-12-31
14640004,0,2,64717,125,2017-01-01,2018-12-31
14640004,0,3,64718,250,2017-01-01,2018-12-31
14640004,0,4,90000,102,2017-01-01,2018-12-31
14640006,0,1,61853,102,2017-01-01,2018-12-31
14640006,0,2,64717,145,2017-01-01,2018-12-31
14640006,0,3,64718,290,2017-01-01,2018-12-31
14640006,0,4,90000,102,2017-01-01,2018-12-31
14640008,0,1,61853,102,2017-01-01,2018-12-31
14640008,0,2,64717,125,2017-01-01,2018-12-31
14640008,0,3,64718,250,2017-01-01,2018-12-31
14640008,0,4,90000,102,2017-01-01,2018-12-31
14640010,0,1,61853,102,2017-01-01,2018-12-31
14640010,0,2,64717,125,2017-01-01,2018-12-31
14640010,0,3,64718,250,2017-01-01,2018-12-31
14640010,0,4,90000,102,2017-01-01,2018-12-31
14640012,0,1,61853,102,2017-01-01,2018-12-31
14640012,0,2,64717,145,2017-01-01,2018-12-31
14640012,0,3,64718,290,2017-01-01,2018-12-31
14640012,0,4,90000,102,2017-01-01,2018-12-31
14640014,0,1,61853,102,2017-01-01,2018-12-31
14640014,0,2,64717,125,2017-01-01,2018-12-31
14640014,0,3,64718,250,2017-01-01,2018-12-31
14640014,0,4,90000,102,2017-01-01,2018-12-31
14640016,0,1,61853,102,2017-01-01,2018-12-31
14640016,0,2,64717,125,2017-01-01,2018-12-31
14640016,0,3,64718,250,2017-01-01,2018-12-31
14640016,0,4,90000,102,2017-01-01,2018-12-31
14640018,0,1,61853,102,2017-01-01,2018-12-31
14640018,0,2,64717,145,2017-01-01,2018-12-31
14640018,0,3,64718,290,2017-01-01,2018-12-31
14640018,0,4,90000,102,2017-01-01,2018-12-31
14640020,0,1,61853,102,2017-01-01,2018-12-31
14640020,0,2,64717,125,2017-01-01,2018-12-31
14640020,0,3,64718,250,2017-01-01,2018-12-31
14640020,0,4,90000,102,2017-01-01,2018-12-31
14640022,0,1,61853,102,2017-01-01,2018-12-31
14640022,0,2,64717,125,2017-01-01,2018-12-31
14640022,0,3,64718,250,2017-01-01,2018-12-31
14640022,0,4,90000,102,2017-01-01,2018-12-31
14640024,0,1,61853,102,2017-01-01,2018-12-31
14640024,0,2,64717,145,2017-01-01,2018-12-31
14640024,0,3,64718,290,2017-01-01,2018-12-31
14640024,0,4,90000,102,2017-01-01,2018-12-31
14640026,0,1,61853,116,2017-01-01,2018-12-31
14640026,0,2,64717,140,2017-01-01,2018-12-31
14640026,0,3,64718,280,2017-01-01,2018-12-31
14640026,0,4,90000,116,2017-01-01,2018-12-31
14640028,0,1,61853,116,2017-01-01,2018-12-31
14640028,0,2,64717,140,2017-01-01,2018-12-31
14640028,0,3,64718,280,2017-01-01,2018-12-31
14640028,0,4,90000,116,2017-01-01,2018-12-31
14640030,0,1,61853,116,2017-01-01,2018-12-31
14640030,0,2,64717,160,2017-01-01,2018-12-31
14640030,0,3,64718,320,2017-01-01,2018-12-31
14640030,0,4,90000,116,2017-01-01,2018-12-31
14640032,0,1,61853,116,2017-01-01,2018-12-31
14640032,0,2,64717,140,2017-01-01,2018-12-31
14640032,0,3,64718,280,2017-01-01,2018-12-31
14640032,0,4,90000,116,2017-01-01,2018-12-31
14640034,0,1,61853,116,2017-01-01,2018-12-31
14640034,0,2,64717,140,2017-01-01,2018-12-31
14640034,0,3,64718,280,2017-01-01,2018-12-31
14640034,0,4,90000,116,2017-01-01,2018-12-31
14640036,0,1,61853,116,2017-01-01,2018-12-31
14640036,0,2,64717,160,2017-01-01,2018-12-31
14640036,0,3,64718,320,2017-01-01,2018-12-31
14640036,0,4,90000,116,2017-01-01,2018-12-31
14640038,0,1,61853,116,2017-01-01,2018-12-31
14640038,0,2,64717,140,2017-01-01,2018-12-31
14640038,0,3,64718,280,2017-01-01,2018-12-31
14640038,0,4,90000,116,2017-01-01,2018-12-31
14640040,0,1,61853,116,2017-01-01,2018-12-31
14640040,0,2,64717,140,2017-01-01,2018-12-31
14640040,0,3,64718,280,2017-01-01,2018-12-31
14640040,0,4,90000,116,2017-01-01,2018-12-31
14640042,0,1,61853,116,2017-01-01,2018-12-31
14640042,0,2,64717,160,2017-01-01,2018-12-31
14640042,0,3,64718,320,2017-01-01,2018-12-31
